fighter,Knockdown,Significant_Strike_Percent,Takedown_Percent,Submission_Attempt,Ground_Control,win_by,No_of_rounds,Weight Division,Significant_Strikes_Landed,Significant_Strikes_Attempted,Total_Strikes_Landed,Total_Strikes_Attempted,Takedowns_Landed,Takedowns_Attempted,Ground_Strikes_Landed,time_fought,Gender
AJ Fletcher,-0.43976262958880546,0.03575443964903629,-0.7500591176980219,-0.05407272189320419,-0.25117968014974795,-0.1349800088805281,-0.31586698122621565,0.061548387909772434,0.062410536666352545,-0.020298522549344316,-0.08957958483973516,-0.09429455821258033,-0.6313436617532403,-0.23031904950249105,-0.3200849053016834,-0.0591258451624331,0.35021973522625305
Aalon Cruz,-0.43976262958880546,-2.287198749053532,-0.7500591176980219,-0.46013123491311975,-0.7215462457043338,1.053953493998652,-0.31586698122621565,-0.5960358839149367,-1.1308165338546101,-1.0881692679596382,-1.2354291812663114,-1.2425683068474198,-0.6313436617532403,-0.36293167437833773,-0.5421121109929106,-1.529258562871076,0.35021973522625305
Aaron Phillips,-0.43976262958880546,0.3414061750046374,-0.17868282817633416,-0.05407272189320419,-0.06762199603088521,-0.1349800088805281,-0.31586698122621565,-0.8590695926448203,-0.5342029985941289,-0.6850657415464809,1.1241163692699934,0.3556759310860997,-0.04197245685480685,-0.23031904950249107,-0.28308037101981215,0.2918954760623764,0.35021973522625305
Aaron Riley,-0.43976262958880546,-1.1257221547022478,-0.3977104058263145,-0.46013123491311975,-0.18234554860517446,-0.9276023441333147,-0.31586698122621565,-0.33300217518505304,-0.30790131280567035,0.33801572315123996,-0.04434867971763349,0.3811459587822515,-0.04197245685480685,-0.053502216334695506,-0.43109850814729694,0.1542581685294906,0.35021973522625305
Aaron Rosa,-0.43976262958880546,-0.7589400722755265,-0.7500591176980219,-0.46013123491311975,-0.6527121141597603,0.26133115874586516,-0.31586698122621565,2.560368620843667,0.1961342600868052,0.17300258368386565,1.8101184302885358,1.2004318496751314,-0.6313436617532403,-0.6723611324219799,-0.5421121109929106,-0.20230559460939487,0.35021973522625305
Aaron Simpson,0.9087553832903691,1.2176078163573605,0.602198100836639,-0.05407272189320419,0.80045288511457,-0.5312911765069215,-0.31586698122621565,0.4560989510045979,0.18584781982369347,-0.2607462400589469,0.4154988556904004,-0.017884475124125273,0.7438558163431045,1.0073987826720776,1.1971010002550362,0.18104663778085764,0.35021973522625305
Aaron Wilkinson,-0.43976262958880546,-2.7762415256224937,2.1068223299104165,-0.46013123491311975,-0.40032029849632395,-0.1349800088805281,-0.31586698122621565,-0.33300217518505304,-1.1616758546439454,-1.1801051599486039,-1.2580446338273623,-1.325345896859913,-0.04197245685480683,-0.49554429925418436,-0.5421121109929106,-1.444736323681418,0.35021973522625305
Abdul Razak Alhassan,0.9087553832903691,0.28027582793351713,-0.7500591176980219,-0.05407272189320419,-0.21676261437746122,0.6576423263722586,-0.31586698122621565,0.4560989510045979,-0.6987860428039169,-0.7746443029716269,-0.8057355826063454,-0.8966004306413593,-0.6313436617532403,-0.4071358826702866,-0.3940939738654257,-0.8535425195133177,0.35021973522625305
Abdul-Kareem Al-Selwady,-0.43976262958880546,0.5859275632891182,0.4498310902975224,-0.46013123491311975,0.17329746437512217,1.053953493998652,-0.31586698122621565,-0.33300217518505304,0.010978335350793757,-0.23245827329311128,-0.1272720057748199,-0.2683397474696171,1.13676995294206,1.0958071992559753,-0.5421121109929106,0.01292589972055414,0.35021973522625305
Abdul-Kerim Edilov,-0.43976262958880546,0.9527096457158395,2.1068223299104165,0.7580443041466269,1.1312391283704373,1.053953493998652,-0.31586698122621565,0.9821663684643652,1.2144918461348682,0.5737487795332032,2.134273250330265,1.3362719973879407,0.5473987480436266,-0.23031904950249107,6.340731265435133,-0.5330046288159259,0.35021973522625305
Abel Trujillo,-0.43976262958880546,-0.5959258134192059,0.5450604718844702,-0.46013123491311975,0.1427045170219784,-0.1349800088805281,-0.31586698122621565,-0.33300217518505304,-0.39019283491056433,-0.2324582732931113,-0.4966577309386504,-0.35748484440614803,0.35094167974414886,0.4769482831686909,-0.3200849053016834,0.47664353986490776,0.35021973522625305
Abner Lloveras,-0.43976262958880546,0.21914548086239694,-0.17868282817633416,-0.46013123491311975,0.21345070777612338,-0.1349800088805281,-0.31586698122621565,-0.33300217518505304,1.7391002995535672,1.4789637160399425,0.9808851697166716,1.1325117758187269,0.5473987480436266,1.8914829485110551,-0.5421121109929106,0.7085023599370845,0.35021973522625305
Abu Azaitar,-0.43976262958880546,-0.24952051334952471,0.6783816061061975,-0.46013123491311975,-0.09247876575531457,0.26133115874586527,-0.31586698122621565,0.4560989510045979,0.8647528771890688,0.9414923474890661,1.485963610246807,1.3787220435481933,-0.04197245685480683,-0.05350221633469556,0.19797857464451352,0.704807398661034,0.35021973522625305
Abubakar Nurmagomedov,-0.43976262958880546,0.524797216217998,-0.20725164265241855,-0.46013123491311975,1.3530379966807295,-0.9276023441333147,-0.31586698122621565,0.061548387909772434,0.16527493929746997,-0.05801581157045843,0.43057582406443434,0.12220067720470913,-0.04197245685480683,0.7421735329203843,-0.5051075767110395,0.7085023599370844,0.35021973522625305
Abus Magomedov,-0.43976262958880546,0.3210293926475973,0.7736109876931453,-0.05407272189320419,1.131239128370437,-0.1349800088805281,-0.31586698122621565,0.4560989510045979,0.13441561850813477,-0.0768744560810155,0.4456527924384683,0.31322588492584696,1.529684089541016,0.9189903660881799,-0.02404863104671373,0.6105858861217429,0.35021973522625305
Adam Cella,-0.43976262958880546,-1.7981559724845702,-0.7500591176980219,-0.46013123491311975,-0.7674356667340495,-0.1349800088805281,-0.31586698122621565,0.4560989510045979,-1.0999572130652748,-1.024521342736508,-1.167582823583159,-1.1597907168349268,-0.6313436617532403,-0.7607695490058776,-0.5421121109929106,-1.256293298602836,0.35021973522625305
Adam Fugitt,-0.43976262958880546,-0.04575268977912398,-0.20725164265241855,-0.46013123491311975,-0.4232650090111818,-0.5312911765069214,-0.31586698122621565,0.061548387909772434,-0.030167425701653244,0.059850716620523214,-0.28558017370217587,-0.09004955359655509,0.15448461144467104,0.03490620024920221,-0.3200849053016834,-0.36118892947957176,0.35021973522625305
Adam Milstead,-0.43976262958880546,0.07650800436311643,-0.7500591176980219,-0.46013123491311975,-0.7291944825426198,-0.1349800088805281,-0.31586698122621565,2.560368620843667,0.13441561850813474,0.0787093611310803,-0.10465655321376903,-0.07306953513245397,-0.6313436617532403,-0.7607695490058776,-0.39409397386542583,-0.2891371845965846,0.35021973522625305
Adam Wieczorek,-0.43976262958880546,-0.5347954663480857,-0.2739122097632821,-0.05407272189320419,-0.2588279169880339,-0.1349800088805281,-0.31586698122621565,2.560368620843667,-0.5239165583310171,-0.439903362909239,-0.3685034997593623,-0.39568988595037563,-0.4348865934537625,-0.4955442992541843,-0.28308037101981215,0.26418326649199675,0.35021973522625305
Adam Yandiev,-0.43976262958880546,-2.2871987490535317,-0.7500591176980219,-0.46013123491311975,-0.7674356667340495,-0.1349800088805281,-0.31586698122621565,0.4560989510045979,-1.1308165338546101,-1.024521342736508,-1.2354291812663114,-1.1852607445310785,-0.6313436617532403,-0.7607695490058776,-0.5421121109929106,-0.8378389340901026,0.35021973522625305
Adlan Amagov,0.5716258800705755,0.1274499602557166,0.10700531658450974,-0.46013123491311975,0.018420668399831752,0.4594867425590619,-0.31586698122621565,0.061548387909772434,-0.3439038537265615,-0.31025018189915915,-0.35342653138532837,-0.3702198582542239,1.13676995294206,0.6979693246284354,-0.042550898187649344,-0.28913718459658455,0.35021973522625305
Adrian Yanez,0.2344963768507818,-0.04575268977912402,-0.7500591176980219,-0.46013123491311975,-0.5724056273577578,-0.1349800088805281,-0.31586698122621565,-0.8590695926448203,0.22699358087614044,0.2720104673642902,-0.19511836345797243,0.020320566420102326,-0.6313436617532403,-0.6723611324219799,0.23498310892638474,-0.3879773987309389,0.35021973522625305
Adriano Martins,0.23449637685078184,-0.06612947213616406,-0.7500591176980219,-0.05407272189320419,-0.7483150746383346,-0.1349800088805281,-0.31586698122621565,-0.33300217518505304,-0.6164945206990228,-0.6237751468871703,-0.8585049719154639,-0.820190347552904,-0.6313436617532403,-0.7607695490058776,-0.5051075767110395,-0.2568062734311416,0.35021973522625305
Aiemann Zahabi,-0.43976262958880546,0.1580151337912767,-0.7500591176980219,-0.46013123491311975,-0.4404735418973252,-0.1349800088805281,-0.31586698122621565,-0.8590695926448203,1.7493867398166787,1.5355396495716136,0.9733466855296546,1.179206826595005,-0.6313436617532403,-0.6723611324219799,0.3830012460538696,0.7085023599370844,0.35021973522625305
Ailin Perez,0.23449637685078184,0.7285650397883988,0.4783999047736067,-0.05407272189320419,0.408480747152415,-0.1349800088805281,-0.31586698122621565,-0.8590695926448203,-0.0198809854385415,-0.22774361216547204,0.031036162152536056,-0.17919465053308606,1.333227021241538,1.272624032423771,0.08696497179889988,0.09144382683662992,-2.855350225634682
Aisling Daly,-0.43976262958880546,0.4432900867898377,0.48792284293230154,0.3519857911267114,1.6532312925834531,-0.1349800088805281,-0.31586698122621565,-1.3851370101045877,-0.1124589478065472,-0.2701755623142254,0.76226912829318,0.2580408249175183,0.35094167974414886,0.30013145000089547,1.6041508773556192,0.147791986296402,-2.855350225634682
